lemma (V),sentence,dobj,dobj index
watch,"Sometimes just to sit at home, watch tv, and do nothing can be relaxing.",tv,8
watch,Oh and when i'm talkin to myself if i don't watch it i'll start singing what i just said makin up my own song.,it,13
watch,"Well it's friday night, just finished watching welcome to mooseport- hahah-",welcome,9
watch,My skin crawled with anticipation all day as i watched the clock tick-tock.,tock,14
watch,i never thought of myself as 'someone who watches talk shows' but apparently thats pretty much all i watch.,shows,11
watch,"Should your sociology professor appear rather excitedly, but uninvited, and produce a video called, “mama coca” about the cocaine trade in colombia, and explain rather loudly while pulling up a chair next to you, “i got it just for you; we are going to watch it in class today,” you might want to shun eye contact with your host while taking the video in hand and expressing your deepest thanks.",it,54
watch,"10:15 - watching the presentations of other students in the class doing their final interpretations of revelation, like lois, who designed a beautiful quilt representing different images in the biblical text.",presentations,4
watch,4:00- neil convinces me to watch oprah.,oprah,6
watch,"He watches oprah and i read essence, the magazine for men that is entirely about women and sometimes i interrupt oprah to read outloud, probably pissing off neil who actually wanted to watch cameron diaz talk dumbly about very little.",oprah,2
watch,"i cudnt finish watching the whole competition ler..my mother came at 11.30am to pick me up...and tht time, charmaine and jian hsin were singing..aihz..      went home and then went for tuition...",ler,7
watch,I watched the waters surface where the light swayed as i floated in your sea.,surface,4
watch,Click here to watch 'burn burn' by lostprophets,burn,6
watch,Watch a bunch of douche bags.,bunch,2
watch,Time to watch  the girl next door ...,girl,5
watch,"Since you can never watch it, you want to get rid of it.",it,5
watch,"My good friend and fellow gamer fj (ps2 owner, btw) and i enjoyed an evening last night filled with professional wrestling and a couple of s.o.'s and one g.  aside from a good match or promo or two, the highlight was watching the game ads and wondering which platform it was going to be on.",ads,51
watch,"Again, provoked)  so we got to the baseball field just in time to watch sugar rolls.",rolls,18
watch,"Normally i would brag about this and poke fun at my comrades who didn’t get tickets, but i got very very lucky and without matt gentile telling me the tickets were back up, i’d be watching the medallion on my 31st birthday.",medallion,41
watch,"Intrigued, we watched their entire set.",set,6
watch,"When i was watching over 12 or so remixers for pure liquid ego, i felt like the bigggest asshole in the world trying to get people to finish, especially since they were working for free.",remixers,8
watch,"While i think i liked what i watched, i have to say overall, the film was disappointing.",what,5
watch,He watched mr show and realized it wasn't that funny after all...  b and i had an agenda for these two and we put it in effect immediately.,show,3
watch,Robin recorded some new basslines for it while ash and i watched new order at finsbury park on dvd and checked out the new peter saville book.,order,13
watch,Watching the new order gig sparked a new musical idea that everyone seems down with.,gig,4
watch,"Been catching up on my asian cinema, and watched the first two infernal affairs back to back.",affairs,14
watch,Now i am off to the isle of long to watch me drummer in action as we record her for hf2.,drummer,12
watch,"Team obscene (a mog subdivision consisting of mogpac members matt, g, the kidd and myself) gathered last night for the first time in ages to watch some sport and play some vids.",sport,31
watch,I just watched it and jesus was it boring as hell.,it,3
watch,"and while i loved it, especially since it’s starting to lead to the schism between obi-wan and anakin, i loved it even more watching the first 10 episodes in a row with 5 year old cousin who could be my clone.",episodes,32
watch,"but watching the citizens on parade as they recall the song from their like-new copy of metropolis' release of spectators (four years after the album came out, fyi)...",citizens,3
watch,"I watch wrestling and teen titans, i play rise to honour, which is making me mental, and i occasionally buy my girlfriend things for our kitchen.",titans,5
watch,I am looking forward to reuniting with the mogpac spinoff group team obscene to watch mania this weekend and i am dead psyched about irene and i seeing avenue q on broadway this weekend.,mania,15
watch,"Personally, having seen them perform once before many of you were in nursery school, i think getting drunk and watching them is some form of torture.",them,22
watch,"When i wasn't working, i was either buying or watching kung-fu movies, playing videogames, reading comics, surfing the web (more ebay shit), eating unhealthy, and playing music at indecently loud levels.",movies,15
watch,"So while arranging the song b, ash, robin and charles wrote, descriptive, we paused to eat some great wall and watch the season finale of 24, which was really good.",finale,27
watch,Watching her get beat up and now supposedly killed on that show is too much for me.,her,1
watch,"The die-hards ran to the front as did part of our row, giving irene and i a lot of room to watch the show.",show,26
watch,"With irene asleep, i've just finished watching serpico, completing my inadvertant study of old school al pacino movies.",serpico,9
watch,"I watched first watched natural city, which was described to me as the korean blade runner.",city,5
