,Unnamed: 0,Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Only_Mask_Tags_1,Only_Mask_Tags_2,Only_Mask_Tags_3,Only_Mask_Tags_4,Only_Mask_Tags_5,Only_Mask_Tags_6,Only_Mask_Tags_7,Only_Mask_Tags_8,Only_Mask_Tags_9,lemma,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9
993,993,52,11,",",PUNCT,PUNCT,PUNCT,PUNCT,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
994,994,52,12,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
995,995,52,13,GINSBURG,PROPN,PROPN,NOUN,NOUN,NOUN,PRON,PRON,NOUN,NOUN,PROPN,PROPN,Ginsburg,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
996,996,52,14,joined,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,join,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
997,997,52,15,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
998,998,53,0,KENNEDY,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Kennedy,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
999,999,53,1,filed,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,file,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1000,1000,53,2,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
1001,1001,53,3,opinion,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,opinion,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
1002,1002,53,4,concurring,VERB,VERB,PUNCT,PUNCT,ADV,ADV,ADV,PUNCT,PUNCT,PUNCT,PUNCT,concur,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1003,1003,53,5,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1004,1004,53,6,part,NOUN,NOUN,NOUN,NOUN,NOUN,PRON,NOUN,PRON,PRON,PRON,PRON,part,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
1005,1005,53,7,",",PUNCT,PUNCT,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1006,1006,53,8,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1007,1007,53,9,which,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,NOUN,PRON,NOUN,which,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
1008,1008,53,10,SOUTER,PROPN,PROPN,PRON,PRON,PRON,PRON,PROPN,PRON,PRON,PROPN,PROPN,Souter,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1009,1009,53,11,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,CCONJ,CCONJ,PUNCT,PUNCT,PUNCT,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1010,1010,53,12,GINSBURG,PROPN,PROPN,NOUN,NOUN,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,Ginsburg,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1011,1011,53,13,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1012,1012,53,14,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
1013,1013,53,15,BREYER,PROPN,PROPN,NOUN,NOUN,NOUN,PRON,PRON,PRON,PROPN,PROPN,PROPN,Breyer,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1014,1014,53,16,joined,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,join,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1015,1015,53,17,as,ADP,ADP,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,as,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1016,1016,53,18,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1017,1017,53,19,Parts,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,part,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1018,1018,53,20,I,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,I,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1019,1019,53,21,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
1020,1020,53,22,II,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,II,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1021,1021,53,23,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1022,1022,54,0,SCALIA,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Scalia,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1023,1023,54,1,filed,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,file,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1024,1024,54,2,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,PRON,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
1025,1025,54,3,dissenting,VERB,VERB,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,dissent,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1026,1026,54,4,opinion,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,opinion,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
1027,1027,54,5,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1028,1028,54,6,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1029,1029,54,7,which,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,which,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
1030,1030,54,8,THOMAS,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Thomas,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1031,1031,54,9,and,CCONJ,CCONJ,CCONJ,CCONJ,PROPN,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,PROPN,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
1032,1032,54,10,ALITO,PROPN,PROPN,NOUN,NOUN,NOUN,PRON,PRON,PROPN,PROPN,PROPN,PROPN,Alito,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1033,1033,54,11,joined,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,join,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1034,1034,54,12,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PRON,PRON,PRON,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1035,1035,55,0,THOMAS,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Thomas,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1036,1036,55,1,filed,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,file,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1037,1037,55,2,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
1038,1038,55,3,dissenting,VERB,VERB,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,dissent,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1039,1039,55,4,opinion,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,opinion,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
1040,1040,55,5,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1041,1041,55,6,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1042,1042,55,7,which,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,which,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
1043,1043,55,8,SCALIA,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Scalia,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1044,1044,55,9,joined,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,join,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1045,1045,55,10,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1046,1046,55,11,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
1047,1047,55,12,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1048,1048,55,13,which,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,which,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
1049,1049,55,14,ALITO,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Alito,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1050,1050,55,15,joined,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,join,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1051,1051,55,16,as,ADP,ADP,ADP,ADP,ADP,PUNCT,PUNCT,PUNCT,PUNCT,ADP,ADP,as,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1052,1052,55,17,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1053,1053,55,18,all,DET,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,all,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
1054,1054,55,19,but,ADP,CCONJ,DET,DET,DET,DET,DET,DET,DET,DET,DET,but,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
1055,1055,55,20,Parts,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,part,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1056,1056,55,21,I,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,I,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1057,1057,55,22,",",PUNCT,PUNCT,CCONJ,CCONJ,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1058,1058,55,23,II,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,II,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1059,1059,55,24,-,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,-,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1060,1060,55,25,C,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,C,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1061,1061,55,26,-,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,-,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1062,1062,55,27,1,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,1,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM
1063,1063,55,28,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1064,1064,55,29,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
1065,1065,55,30,III,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,III,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1066,1066,55,31,-,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,-,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1067,1067,55,32,B,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,B,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1068,1068,55,33,-,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,-,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1069,1069,55,34,2,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,2,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM
1070,1070,55,35,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1071,1071,56,0,ALITO,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Alito,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1072,1072,56,1,filed,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,file,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1073,1073,56,2,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
1074,1074,56,3,dissenting,VERB,VERB,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,dissent,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1075,1075,56,4,opinion,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,opinion,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
1076,1076,56,5,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,NOUN,NOUN,NOUN,NOUN,NOUN,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1077,1077,56,6,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1078,1078,56,7,which,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,which,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
1079,1079,56,8,SCALIA,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Scalia,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1080,1080,56,9,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
1081,1081,56,10,THOMAS,PROPN,PROPN,NOUN,NOUN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Thomas,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1082,1082,56,11,joined,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,join,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1083,1083,56,12,as,ADP,ADP,PRON,PRON,ADP,PRON,PRON,PRON,PRON,PRON,PRON,as,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1084,1084,56,13,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1085,1085,56,14,Parts,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,part,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1086,1086,56,15,I,NUM,PRON,PRON,PRON,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
1087,1087,56,16,through,ADP,ADP,CCONJ,CCONJ,ADP,ADP,ADP,CCONJ,PUNCT,PUNCT,PUNCT,through,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1088,1088,56,17,III,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,III,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1089,1089,56,18,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1090,1090,57,0,It,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,it,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
1091,1091,57,1,will,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,will,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
1092,1092,57,2,take,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,take,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1093,1093,57,3,me,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
1094,1094,57,4,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
1095,1095,57,5,little,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,little,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
1096,1096,57,6,while,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,while,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
1097,1097,57,7,to,PART,PART,PART,PART,PART,PRON,PRON,PRON,PART,PRON,PRON,to,PART,PART,PART,PART,PART,PART,PART,PART,PART
1098,1098,57,8,read,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,read,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1099,1099,57,9,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,PRON,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
1100,1100,57,10,whole,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,whole,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
1101,1101,57,11,thing,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,thing,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
1102,1102,57,12,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1103,1103,57,13,but,CCONJ,CCONJ,CCONJ,CCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,but,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
1104,1104,57,14,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
1105,1105,57,15,rarely,ADV,ADV,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,ADV,rarely,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
1106,1106,57,16,agree,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,agree,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1107,1107,57,17,with,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,with,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
1108,1108,57,18,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,PROPN,PROPN,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
1109,1109,57,19,John,PROPN,PROPN,ADJ,ADJ,PROPN,ADJ,PROPN,ADJ,PROPN,PROPN,PROPN,John,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1110,1110,57,20,Paul,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Paul,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1111,1111,57,21,Stevens,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Stevens,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
1112,1112,57,22,opinion,NOUN,NOUN,INTJ,INTJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,opinion,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
1113,1113,57,23,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
1114,1114,58,0,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
1115,1115,58,1,'ll,AUX,AUX,AUX,AUX,ADV,AUX,AUX,AUX,AUX,AUX,AUX,will,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
1116,1116,58,2,post,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,post,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
1117,1117,58,3,highlights,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,highlight,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
1118,1118,58,4,from,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,from,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
